"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"10/29/2019","Payment Thank You-Mobile","Payment Thank You-Mobile","244.62","credit","Credit Card Payment","freedom","",""
"10/29/2019","ONLINE PAYMENT, THANK YOU","ONLINE PAYMENT, THANK YOU","29.69","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"10/29/2019","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","56.57","credit","Credit Card Payment","Discover","",""
"10/28/2019","Wollastons Market","WOLLASTON'S MARKET - BOSTON, MA","2.54","debit","Groceries","American Express Gold Card","",""
"10/28/2019","PAYMENT RECEIVED - THANK YOU","PAYMENT RECEIVED - THANK YOU","297.08","credit","Credit Card Payment","American Express Gold Card","",""
"10/28/2019","Spotify","Spotify USA 877-7781161 NY","4.99","debit","Music","Costco Anywhere Visa® Card by Citi","",""
"10/28/2019","Uber.com","UBER TECHNOLOGIES INC","3.50","debit","Rental Car & Taxi","freedom","",""
"10/28/2019","Uber.com","UBER TECHNOLOGIES INC","3.15","debit","Rental Car & Taxi","freedom","",""
"10/27/2019","Amazon","AMAZON.COM*5A49O7RO3 AMZN.COM/BILLWA5G9LXVJO0B3","57.77","debit","Shopping","Discover","",""
"10/27/2019","TURTLE SWAMP BREWING - Boston, MA","TURTLE SWAMP BREWING - Boston, MA","18.01","debit","Alcohol & Bars","American Express Gold Card","",""
"10/27/2019","MBTA RUGGLES","MBTA RUGGLES","22.50","debit","Public Transportation","freedom","",""
"10/27/2019","MYFITNESSPAL","MYFITNESSPAL","49.99","debit","Gym","freedom","",""
"10/26/2019","Wollastons Market","WOLLASTON'S MARKET - BOSTON, MA","4.78","debit","Groceries","American Express Gold Card","",""
"10/26/2019","Stop & Shop","AplPay STOP & SHOP - JAMAICA PLAIN, MA","32.47","debit","Groceries","American Express Gold Card","",""
"10/25/2019","Amazon","AMZN MKTP US*FL1RP8IO3 AMZN.COM/BILLWA52K3R5SBP86","9.55","debit","Shopping","Discover","",""
"10/25/2019","iTunes","APL*ITUNES.COM/BILL 866-712-7753 CA","21.24","debit","Music","Costco Anywhere Visa® Card by Citi","",""
"10/25/2019","Subway","NU SUBWAY     28032480","3.20","debit","Fast Food","freedom","",""
"10/25/2019","Venmo","VENMO            PAYMENT    2652","1.00","debit","Transfer","TOTAL CHECKING","",""
"10/22/2019","Stop & Shop","AplPay STOP & SHOP - JAMAICA PLAIN, MA","16.59","debit","Groceries","American Express Gold Card","",""
"10/22/2019","Rebecca's Cafes Inc.","REBECCA'S CAFE - BOSTON, MA","1.80","debit","Restaurants","American Express Gold Card","",""
"10/21/2019","Subway","NU SUBWAY 28032480 BOSTON MA","3.45","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"10/21/2019","iTunes","APL*ITUNES.COM/BILL 866-712-7753 CA","0.99","debit","Music","Costco Anywhere Visa® Card by Citi","",""
"10/21/2019","TST* BRASSICA KITCHEN + C 300518442 - JAMAICA PLAIN, MA","TST* BRASSICA KITCHEN + C 300518442 - JAMAICA PLAIN, MA","10.99","debit","Restaurants","American Express Gold Card","",""
"10/21/2019","CMSVEND*PRESTIGE SERVICES","CMSVEND*PRESTIGE SERVICES","1.40","debit","Fast Food","freedom","",""
"10/20/2019","Gap","GAP OUTLET US 2705","35.99","credit","Clothing","freedom","",""
"10/20/2019","TJ Maxx","TJ MAXX #814","4.24","debit","Clothing","freedom","",""
"10/20/2019","Old Navy","OLD NAVY US 3055","50.04","debit","Clothing","freedom","",""
"10/20/2019","FOREST HILL CONVENIENCE","FOREST HILL CONVENIENCE","7.18","debit","Groceries","freedom","",""
"10/20/2019","MBTA FOREST HILLS","MBTA FOREST HILLS","22.50","debit","Public Transportation","freedom","",""
"10/20/2019","Old Navy","OLD NAVY US 3055","24.99","debit","Clothing","freedom","",""
"10/18/2019","Wine & Spirits","BLANCHARDS WINE & SPIRITS 000000001 - JAMAICA PLAIN, MA","24.26","debit","Groceries","American Express Gold Card","",""
"10/18/2019","MBTA RUGGLES","MBTA RUGGLES","2.90","debit","Public Transportation","freedom","",""
"10/17/2019","American Express","AMEX Dining Credit","10.00","credit","Credit Card Payment","American Express Gold Card","",""
"10/17/2019","MBTA FOREST HILLS","MBTA FOREST HILLS","9.60","debit","Public Transportation","freedom","",""
"10/16/2019","Whole Foods","WHOLE FOODS MARKET - BOSTON, MA","14.49","debit","Groceries","American Express Gold Card","",""
"10/16/2019","Wollastons Market","WOLLASTON'S MARKET - BOSTON, MA","6.95","debit","Groceries","American Express Gold Card","",""
"10/16/2019","LEVELUPKUNGFUTEA51116 855-466-5585 MA","LEVELUPKUNGFUTEA51116 855-466-5585 MA","4.01","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"10/16/2019","TST* BRASSICA KITCHEN + C 300518442 - JAMAICA PLAIN, MA","TST* BRASSICA KITCHEN + C 300518442 - JAMAICA PLAIN, MA","10.17","debit","Restaurants","American Express Gold Card","",""
"10/16/2019","CITI CARD ONLINE PAYMENT 1430 94368846147 WEB ID: CITICTP","CITI CARD ONLINE PAYMENT    1430","768.38","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/16/2019","MBTA FOREST HILLS","MBTA FOREST HILLS","2.70","debit","Public Transportation","freedom","",""
"10/16/2019","MBTA FOREST HILLS","MBTA FOREST HILLS","4.80","debit","Public Transportation","freedom","",""
"10/16/2019","FLOYDS 99 BARBERSHOP","FLOYDS 99 BARBERSHOP","20.00","debit","Hair","freedom","",""
"10/15/2019","Stop & Shop","AplPay STOP & SHOP #412 - BOSTON, MA","34.46","debit","Groceries","American Express Gold Card","",""
"10/15/2019","Popeye's","NU POPEYES 259611 93729259611 - BOSTON, MA","3.99","debit","Restaurants","American Express Gold Card","",""
"10/15/2019","- THANK YOU","ONLINE PAYMENT - THANK YOU","859.55","credit","Credit Card Payment","American Express Gold Card","",""
"10/15/2019","ONLINE PAYMENT, THANK YOU","ONLINE PAYMENT, THANK YOU","768.38","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"10/15/2019","CVS","CVS/PHARMACY #01259","32.39","debit","Doctor","freedom","",""
"10/15/2019","Payment Thank You - Web","Payment Thank You - Web","692.70","credit","Credit Card Payment","freedom","",""
"10/15/2019","CVS","CVS/PHARMACY #00240","1.74","debit","Pharmacy","freedom","",""
"10/15/2019","BROOKLINE BOOK91300020","BROOKLINE BOOK91300020","13.79","debit","Books","freedom","",""
"10/15/2019","American Express","AMERICAN EXPRESS ACH PMT    W775","859.55","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/15/2019","NORTHEASTERN UNI PAYROLL PPD ID: 7041679980","NORTHEASTERN UNI PAYROLL","1209.12","credit","Paycheck","TOTAL CHECKING","",""
"10/15/2019","Chase card ending in 3408 10/15","Payment to Chase card ending in","692.70","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/14/2019","Alden & Harlow","ALDEN & HARLOW - CAMBRIDGE, MA","30.00","debit","Restaurants","American Express Gold Card","",""
"10/14/2019","Alden & Harlow","ALDEN & HARLOW - CAMBRIDGE, MA","49.00","debit","Transfer","American Express Gold Card","",""
"10/14/2019","GrubHub","AplPay GRUBHUB*PHOIRESTAURANT - CHICAGO, IL","15.00","debit","Food & Dining","American Express Gold Card","",""
"10/14/2019","FELIPES TAQUERIA 650000009437750 - CAMBRIDGE, MA","FELIPES TAQUERIA 650000009437750 - CAMBRIDGE, MA","17.12","debit","Restaurants","American Express Gold Card","",""
"10/14/2019","FELIPES TAQUERIA 650000009437750 - CAMBRIDGE, MA","FELIPES TAQUERIA 650000009437750 - CAMBRIDGE, MA","17.00","debit","Restaurants","American Express Gold Card","",""
"10/14/2019","MBTA MASS AVE","MBTA MASS AVE","4.80","debit","Public Transportation","freedom","",""
"10/14/2019","Dunkin Donuts","DUNKIN' MOBILE AP","10.00","debit","Coffee Shops","freedom","",""
"10/13/2019","Otto","OTTO 0009 - BROOKLINE, MA","18.00","debit","Fast Food","American Express Gold Card","",""
"10/13/2019","Aeronaut Brewing Co.","AERONAUT BREWING CO. - Somerville, MA","38.47","debit","Alcohol & Bars","American Express Gold Card","",""
"10/13/2019","DOLCE VITA CAFE LLC 0000 - BRIGHTON, MA","DOLCE VITA CAFE LLC 0000 - BRIGHTON, MA","4.41","debit","Restaurants","American Express Gold Card","",""
"10/13/2019","FOREST HILL CONVENIENCE","FOREST HILL CONVENIENCE","3.79","debit","Groceries","freedom","",""
"10/13/2019","FOREST HILL CONVENIENCE","FOREST HILL CONVENIENCE","3.99","debit","Groceries","freedom","",""
"10/13/2019","MBTA BACK BAY","MBTA BACK BAY","4.80","debit","Public Transportation","freedom","",""
"10/13/2019","CVS","CVS/PHARMACY #01259","16.90","debit","Pharmacy","freedom","",""
"10/13/2019","MBTA RUGGLES","MBTA RUGGLES","4.80","debit","Public Transportation","freedom","",""
"10/12/2019","Qdoba Mexican Grill","QDOBA 2207 - BOSTON, MA","8.88","debit","Fast Food","American Express Gold Card","",""
"10/11/2019","TST* TATTE BAKERY NORTH 300513810 - BOSTON, MA","TST* TATTE BAKERY NORTH 300513810 - BOSTON, MA","8.94","debit","Restaurants","American Express Gold Card","",""
"10/11/2019","Venmo Cashout Ppd","VENMO            CASHOUT","125.00","credit","Income","TOTAL CHECKING","",""
"10/11/2019","MBTA RUGGLES","MBTA RUGGLES","4.80","debit","Public Transportation","freedom","",""
"10/10/2019","Comcast","COMCAST CABLE COMM","10.00","debit","Television","freedom","",""
"10/10/2019","Comcast","COMCAST CABLE COMM","29.99","debit","Transfer","freedom","",""
"10/10/2019","LEVELUPKUNGFUTEA99588 855-466-5585 MA","LEVELUPKUNGFUTEA99588 855-466-5585 MA","6.15","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"10/10/2019","Walgreens","WALGREENS #7189","2.35","debit","Pharmacy","freedom","",""
"10/10/2019","MBTA RUGGLES","MBTA RUGGLES","4.80","debit","Public Transportation","freedom","",""
"10/10/2019","MBTA RUGGLES","MBTA RUGGLES","4.80","debit","Public Transportation","freedom","",""
"10/10/2019","ATM WITHDRAWAL 002849 10/10800 BOYLS","ATM WITHDRAWAL","100.00","debit","Cash & ATM","TOTAL CHECKING","",""
"10/09/2019","EVERSOURCE WEB_PAY 3432 5751091919 WEB ID: 1202042013","EVERSOURCE       WEB_PAY    3432","13.90","debit","Utilities","TOTAL CHECKING","",""
"10/09/2019","EVERSOURCE WEB_PAY 3432 5751091919 WEB ID: 1202042013","EVERSOURCE       WEB_PAY    3432","41.83","debit","Transfer","TOTAL CHECKING","",""
"10/09/2019","Rebecca's Cafes Inc.","REBECCA'S CAFE - BOSTON, MA","1.80","debit","Restaurants","American Express Gold Card","",""
"10/09/2019","JetBlue","JETBLUE AIRWAYS 9010001 - JETBLUE, NY","451.60","debit","Air Travel","American Express Gold Card","",""
"10/09/2019","Venmo Cashout Ppd","VENMO            CASHOUT","200.00","credit","Income","TOTAL CHECKING","",""
"10/09/2019","Flour Bakery & Cafe LLC","TST* FLOUR BAKERY + CAFE BOSTON MA","7.49","debit","Business Services","Costco Anywhere Visa® Card by Citi","",""
"10/09/2019","The Puddingstone","THE PUDDINGSTONE TAVERN BOSTON MA","10.00","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"10/09/2019","Stop & Shop","AplPay STOP & SHOP #412 - BOSTON, MA","2.18","debit","Groceries","American Express Gold Card","",""
"10/09/2019","MBTA FOREST HILLS","MBTA FOREST HILLS","4.80","debit","Public Transportation","freedom","",""
"10/08/2019","WORDPRESS 7JQC17GHKE","WORDPRESS 7JQC17GHKE","63.75","debit","Transfer","freedom","",""
"10/08/2019","WORDPRESS FJ06248HKE","WORDPRESS FJ06248HKE","38.25","debit","Transfer","freedom","",""
"10/08/2019","Walgreens","WALGREENS #7189","2.97","debit","Pharmacy","freedom","",""
"10/07/2019","Stop & Shop","AplPay STOP & SHOP #412 - BOSTON, MA","16.26","debit","Groceries","American Express Gold Card","",""
"10/07/2019","Wollastons Market","WOLLASTON'S MARKET - BOSTON, MA","3.07","debit","Groceries","American Express Gold Card","",""
"10/07/2019","iTunes","APL*ITUNES.COM/BILL 866-712-7753 CA","7.43","debit","Music","Costco Anywhere Visa® Card by Citi","",""
"10/07/2019","MBTA DAVIS SQUARE","MBTA DAVIS SQUARE","4.80","debit","Public Transportation","freedom","",""
"10/07/2019","TST* DIESEL CAFE","TST* DIESEL CAFE","35.60","debit","Transfer","freedom","",""
"10/06/2019","HAUNTEDHARM","PAYPAL *HAUNTEDHARM","15.00","debit","Shopping","freedom","",""
"10/06/2019","HAUNTEDHARM","PAYPAL *HAUNTEDHARM","90.00","debit","Transfer","freedom","",""
"10/06/2019","TST* DIESEL CAFE 000000436 - SOMERVILLE, MA","TST* DIESEL CAFE 000000436 - SOMERVILLE, MA","12.75","debit","Coffee Shops","American Express Gold Card","",""
"10/06/2019","Tikkimasala","TIKKIMASALA - Boston, MA","15.00","debit","Food & Dining","American Express Gold Card","",""
"10/06/2019","MBTA FOREST HILLS","MBTA FOREST HILLS","4.80","debit","Public Transportation","freedom","",""
"10/06/2019","RASI ASSOCIATES INC","RASI ASSOCIATES INC","25.00","debit","Doctor","freedom","",""
"10/06/2019","AMC","2657 AMC BOSTON COMMON","8.55","debit","Movies & DVDs","freedom","",""
"10/05/2019","OPUS 160 - SALEM, MA","OPUS 160 - SALEM, MA","20.00","debit","Restaurants","American Express Gold Card","",""
"10/05/2019","OPUS 160 - SALEM, MA","OPUS 160 - SALEM, MA","135.00","debit","Transfer","American Express Gold Card","",""
"10/04/2019","CVS","CVS/PHARMACY #01264","7.00","debit","Pharmacy","freedom","",""
"10/04/2019","CVS","CVS/PHARMACY #01264","6.69","debit","Doctor","freedom","",""
"10/04/2019","NU ZATAR 422407 93721422407 - BOSTON, MA","NU ZATAR 422407 93721422407 - BOSTON, MA","6.49","debit","Fast Food","American Express Gold Card","",""
"10/04/2019","TST* BRASSICA KITCHEN + C 300518442 - JAMAICA PLAIN, MA","TST* BRASSICA KITCHEN + C 300518442 - JAMAICA PLAIN, MA","28.60","debit","Restaurants","American Express Gold Card","",""
"10/04/2019","TST* TATTE BAKERY NORTH 300513810 - BOSTON, MA","TST* TATTE BAKERY NORTH 300513810 - BOSTON, MA","6.15","debit","Restaurants","American Express Gold Card","",""
"10/04/2019","MBTA NE MEDICAL","MBTA NE MEDICAL","4.80","debit","Public Transportation","freedom","",""
"10/03/2019","Venmo","VENMO            PAYMENT    2565","15.00","debit","Transfer","TOTAL CHECKING","",""
"10/03/2019","MBTA MTICKET","MBTA MTICKET","12.25","debit","Public Transportation","freedom","",""
"10/02/2019","Au Bon Pain","AplPay S STATION AUBONPAIN - BOSTON, MA","3.09","debit","Restaurants","American Express Gold Card","",""
"10/02/2019","Rebecca's Cafes Inc.","REBECCA'S CAFE - BOSTON, MA","5.15","debit","Restaurants","American Express Gold Card","",""
"10/02/2019","Hyatt","GRAND HYATT SEATTLE 8885884384 WA PHONE NUMBER:  FOLIO NUMBER:  ARRIVE:  DEPART:","727.68","debit","Transfer","Costco Anywhere Visa® Card by Citi","",""
"10/02/2019","TST* CASA VERDE 300521539 - JAMAICA PLAIN, MA","TST* CASA VERDE 300521539 - JAMAICA PLAIN, MA","55.00","debit","Restaurants","American Express Gold Card","",""
"10/02/2019","Venmo","VENMO            PAYMENT    2562","5.00","debit","Transfer","TOTAL CHECKING","",""
"10/02/2019","CITI CARD ONLINE PAYMENT 1530 82180588280 WEB ID: CITICTP","CITI CARD ONLINE PAYMENT    1530","56.28","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/02/2019","Venmo","VENMO            PAYMENT    2560","875.00","debit","Mortgage & Rent","TOTAL CHECKING","",""
"10/02/2019","Venmo Cashout Ppd","VENMO            CASHOUT","79.16","credit","Income","TOTAL CHECKING","",""
"10/02/2019","MBTA RUGGLES","MBTA RUGGLES","9.60","debit","Public Transportation","freedom","",""
"10/01/2019","TST* B.GOOD - HUNTINGTON BOSTON MA","TST* B.GOOD - HUNTINGTON BOSTON MA","9.63","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"10/01/2019","- THANK YOU","ONLINE PAYMENT - THANK YOU","743.22","credit","Credit Card Payment","American Express Gold Card","",""
"10/01/2019","TST* TATTE BAKERY NORTH 300513810 - BOSTON, MA","TST* TATTE BAKERY NORTH 300513810 - BOSTON, MA","3.21","debit","Restaurants","American Express Gold Card","",""
"10/01/2019","ONLINE PAYMENT, THANK YOU","ONLINE PAYMENT, THANK YOU","56.28","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"10/01/2019","American Express","AMERICAN EXPRESS ACH PMT    M087","743.22","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/01/2019","Chase card ending in 3408 10/01","Payment to Chase card ending in","546.15","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/01/2019","Payment Thank You-Mobile","Payment Thank You-Mobile","546.15","credit","Credit Card Payment","freedom","",""
"10/01/2019","Amtrak","AMTRAK .COM 2720740543427","54.00","credit","Vacation","freedom","",""
"10/01/2019","Old Navy","OLD NAVY US 3055","76.03","debit","Clothing","freedom","",""
"10/01/2019","Gap","GAP OUTLET US 2705","35.99","debit","Transfer","freedom","",""
"10/01/2019","Amtrak","AMTRAK .COM 2720740543419","195.00","debit","Vacation","freedom","",""
"9/30/2019","Dunkin Donuts","DUNKIN #341489 Q35 3414 - BOSTON, MA","6.42","debit","Coffee Shops","American Express Gold Card","",""
"9/30/2019","Wollastons Market","WOLLASTON'S MARKET - BOSTON, MA","4.09","debit","Groceries","American Express Gold Card","",""
"9/30/2019","ROCHE BROTHERS121 000000121 - BOSTON, MA","ROCHE BROTHERS121 000000121 - BOSTON, MA","4.99","debit","Groceries","American Express Gold Card","",""
"9/30/2019","Venmo Cashout Ppd","VENMO            CASHOUT","100.00","credit","Income","TOTAL CHECKING","",""
"9/30/2019","NORTHEASTERN UNI PAYROLL PPD ID: 7041679980","NORTHEASTERN UNI PAYROLL","1209.12","credit","Paycheck","TOTAL CHECKING","",""
"9/30/2019","Venmo Cashout Ppd","VENMO            CASHOUT","148.13","credit","Income","TOTAL CHECKING","",""
"9/30/2019","MBTA RUGGLES","MBTA RUGGLES","1.70","debit","Public Transportation","freedom","",""
"9/30/2019","Allianz","ALLIANZ INSURANCE","9.00","debit","Life Insurance","freedom","",""
"9/29/2019","Stop & Shop","AplPay STOP & SHOP - JAMAICA PLAIN, MA","37.61","debit","Groceries","American Express Gold Card","",""
"9/29/2019","Target","TARGET        00028225","48.82","debit","Transfer","freedom","",""
"9/29/2019","Costco","COSTCO WHSE #0319","351.48","debit","Transfer","freedom","",""
"9/29/2019","MBTA FOREST HILLS","MBTA FOREST HILLS","9.60","debit","Public Transportation","freedom","",""
"9/28/2019","BELL IN HAND TAVERN 000000001 - BOSTON, MA","BELL IN HAND TAVERN 000000001 - BOSTON, MA","124.10","debit","Restaurants","American Express Gold Card","",""
"9/28/2019","Paddy O's - Boston, MA","Paddy O's - Boston, MA","25.00","debit","Alcohol & Bars","American Express Gold Card","",""
"9/28/2019","Spotify","Spotify USA 877-7781161 NY","4.99","debit","Music","Costco Anywhere Visa® Card by Citi","",""
"9/28/2019","TST* BRASSICA KITCHEN + C 300518442 - JAMAICA PLAIN, MA","TST* BRASSICA KITCHEN + C 300518442 - JAMAICA PLAIN, MA","52.00","debit","Restaurants","American Express Gold Card","",""
"9/28/2019","TST* TWO SAINTS TAVERN & 300501040 - BOSTON, MA","TST* TWO SAINTS TAVERN & 300501040 - BOSTON, MA","8.00","debit","Restaurants","American Express Gold Card","",""
"9/27/2019","Alaska Air","ALASKA AIRLINES - SEATTLE, WA","108.30","debit","Air Travel","American Express Gold Card","",""
"9/27/2019","Qdoba Mexican Grill","QDOBA 2207 BOSTON MA","11.18","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"9/27/2019","Forest Hills Pizza","FOREST HILL PIZZA 930553510219140 - JAMAICA PLAIN, MA","11.76","debit","Fast Food","American Express Gold Card","",""
